Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
07/26/2015,22:57,BUFFALO,83F,63F,51%,SW,5mph,0mph,29.18in,0.0in,Mostly
07/26/2015,9:04,BUFFALO,72F,65F,78%,W,7mph,0mph,29.13in,0.0in,Mostly
07/26/2015,13:39,BUFFALO,68F,64F,87%,WSW,5mph,0mph,29.17in,0.0in,Mostly
07/26/2015,15:13,BUFFALO,73F,63F,71%,WSW,3mph,0mph,29.19in,0.0in,Partly
07/26/2015,16:56,BUFFALO,77F,63F,62%,VAR,3mph,0mph,29.19in,0.0in,Fair
07/26/2015,15:38,BUFFALO,73F,63F,71%,WSW,3mph,0mph,29.19in,0.0in,Partly
07/26/2015,1:00,BUFFALO,75F,64F,69%,SW,9mph,0mph,29.13in,0.0in,Fair
07/26/2015,8:59,BUFFALO,72F,66F,81%,W,8mph,0mph,29.13in,0.0in,Mostly
07/26/2015,1:50,BUFFALO,75F,64F,69%,SW,9mph,0mph,29.13in,0.0in,Fair
07/25/2015,3:16,BUFFALO,64F,53F,67%,S,7mph,0mph,29.21in,0.0in,Mostly
07/25/2015,22:25,BUFFALO,76F,63F,64%,SW,13mph,17mph,29.13in,0.0in,Mostly
07/25/2015,12:09,BUFFALO,76F,58F,54%,WSW,12mph,0mph,29.20in,0.0in,Mostly
07/25/2015,23:44,BUFFALO,77F,63F,62%,SW,12mph,0mph,29.13in,0.0in,Mostly
07/25/2015,13:45,BUFFALO,80F,60F,50%,SSW,16mph,0mph,29.20in,0.0in,Mostly
07/25/2015,15:05,BUFFALO,81F,61F,50%,SW,15mph,22mph,29.18in,0.0in,Mostly
07/25/2015,9:05,BUFFALO,67F,61F,81%,S,10mph,0mph,29.22in,0.0in,Mostly
07/25/2015,19:20,BUFFALO,81F,62F,52%,SW,15mph,24mph,29.12in,0.0in,Mostly
07/25/2015,11:30,BUFFALO,73F,60F,64%,SSW,10mph,0mph,29.21in,0.0in,Mostly
07/25/2015,19:30,BUFFALO,81F,62F,52%,SW,15mph,24mph,29.12in,0.0in,Mostly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
07/25/2015,15:15,BUFFALO,81F,61F,50%,SW,15mph,22mph,29.18in,0.0in,Mostly
07/25/2015,13:10,BUFFALO,80F,60F,50%,SSW,16mph,0mph,29.20in,0.0in,Mostly
07/25/2015,12:21,BUFFALO,76F,58F,54%,WSW,12mph,0mph,29.20in,0.0in,Mostly
07/25/2015,23:45,BUFFALO,77F,63F,62%,SW,12mph,0mph,29.13in,0.0in,Mostly
07/25/2015,11:45,BUFFALO,73F,60F,64%,SSW,10mph,0mph,29.21in,0.0in,Mostly
07/24/2015,16:41,BUFFALO,81F,49F,33%,VAR,6mph,0mph,29.22in,0.0in,Fair
07/24/2015,15:40,BUFFALO,80F,48F,32%,CALM,0mph,0mph,29.23in,0.0in,Fair
07/24/2015,11:25,BUFFALO,73F,51F,46%,SSW,6mph,0mph,29.24in,0.0in,Fair
07/24/2015,8:11,BUFFALO,61F,56F,83%,S,6mph,0mph,29.26in,0.0in,Fair
07/24/2015,12:50,BUFFALO,77F,48F,36%,CALM,0mph,0mph,29.24in,0.0in,Fair
07/24/2015,16:28,BUFFALO,81F,49F,33%,VAR,6mph,0mph,29.22in,0.0in,Fair
07/24/2015,9:29,BUFFALO,65F,56F,73%,S,5mph,0mph,29.26in,0.0in,Fair
07/24/2015,17:00,BUFFALO,81F,48F,31%,VAR,7mph,0mph,29.21in,0.0in,Fair
07/24/2015,15:09,BUFFALO,80F,48F,32%,CALM,0mph,0mph,29.23in,0.0in,Fair
07/24/2015,17:15,BUFFALO,81F,48F,31%,VAR,7mph,0mph,29.21in,0.0in,Fair
07/23/2015,19:14,BUFFALO,74F,55F,52%,SW,12mph,0mph,29.18in,0.0in,Fair
07/23/2015,18:35,BUFFALO,78F,44F,30%,W,10mph,0mph,29.18in,0.0in,Fair
07/23/2015,11:41,BUFFALO,70F,59F,68%,WSW,13mph,0mph,29.22in,0.0in,Mostly
07/23/2015,10:28,BUFFALO,70F,58F,65%,WSW,12mph,0mph,29.23in,0.0in,Mostly
07/23/2015,19:30,BUFFALO,74F,55F,52%,SW,12mph,0mph,29.18in,0.0in,Fair
07/23/2015,20:42,BUFFALO,73F,56F,55%,WSW,12mph,0mph,29.18in,0.0in,Fair
07/23/2015,9:27,BUFFALO,67F,56F,68%,SW,7mph,0mph,29.23in,0.0in,Partly
07/23/2015,13:41,BUFFALO,71F,60F,68%,WSW,13mph,0mph,29.20in,0.0in,Cloudy
07/23/2015,18:54,BUFFALO,78F,44F,30%,W,10mph,0mph,29.18in,0.0in,Fair
07/23/2015,6:36,BUFFALO,58F,49F,72%,S,5mph,0mph,29.22in,0.0in,Fair
07/23/2015,11:20,BUFFALO,70F,59F,68%,WSW,13mph,0mph,29.22in,0.0in,Mostly
07/23/2015,17:30,BUFFALO,78F,45F,31%,NNW,9mph,21mph,29.19in,0.0in,Fair
07/22/2015,16:44,BUFFALO,73F,48F,41%,WNW,10mph,0mph,29.12in,0.0in,Mostly
07/22/2015,9:55,BUFFALO,66F,48F,52%,WNW,14mph,0mph,29.09in,0.0in,Fair
07/22/2015,15:45,BUFFALO,75F,47F,37%,W,13mph,18mph,29.13in,0.0in,Partly
07/22/2015,11:10,BUFFALO,69F,51F,53%,WNW,8mph,0mph,29.12in,0.0in,Fair
07/22/2015,0:00,BUFFALO,66F,50F,56%,WNW,8mph,0mph,29.18in,0.0in,Fair
07/22/2015,15:50,BUFFALO,75F,47F,37%,W,13mph,18mph,29.13in,0.0in,Partly
07/22/2015,14:41,BUFFALO,73F,46F,38%,NNW,10mph,20mph,29.13in,0.0in,Partly
07/22/2015,18:52,BUFFALO,72F,52F,49%,WSW,15mph,0mph,29.13in,0.0in,Partly
07/22/2015,12:00,BUFFALO,72F,50F,46%,NW,13mph,0mph,29.13in,0.0in,Fair
07/21/2015,9:18,BUFFALO,69F,64F,84%,WNW,12mph,0mph,28.92in,0.0in,Light
07/21/2015,19:43,BUFFALO,77F,51F,40%,WNW,10mph,22mph,28.96in,0.0in,Fair
07/21/2015,19:43,BUFFALO,77F,51F,40%,WNW,10mph,22mph,28.96in,0.0in,Fair
07/21/2015,19:35,BUFFALO,77F,51F,40%,WNW,10mph,22mph,28.96in,0.0in,Fair
07/21/2015,11:30,BUFFALO,67F,64F,90%,NW,7mph,0mph,28.93in,0.1in,Rain
07/21/2015,23:45,BUFFALO,74F,50F,43%,NW,15mph,0mph,28.99in,0.0in,Fair
07/21/2015,21:59,BUFFALO,78F,52F,40%,W,15mph,20mph,28.96in,0.0in,Mostly
07/21/2015,9:45,BUFFALO,69F,64F,84%,WNW,12mph,0mph,28.92in,0.0in,Light
07/21/2015,7:25,BUFFALO,72F,66F,81%,WSW,9mph,0mph,28.90in,0.0in,Cloudy
07/20/2015,12:00,BUFFALO,77F,56F,48%,VAR,5mph,0mph,29.03in,0.0in,Fair
07/20/2015,21:55,BUFFALO,74F,61F,64%,SW,10mph,0mph,28.96in,0.0in,Mostly
07/20/2015,7:40,BUFFALO,70F,65F,84%,W,3mph,0mph,29.04in,0.0in,Fair
07/20/2015,21:38,BUFFALO,74F,61F,64%,SW,10mph,0mph,28.96in,0.0in,Mostly
07/20/2015,22:57,BUFFALO,72F,61F,68%,SW,14mph,0mph,28.96in,0.0in,Partly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
07/20/2015,21:12,BUFFALO,74F,61F,64%,SW,10mph,0mph,28.96in,0.0in,Mostly
07/20/2015,17:17,BUFFALO,79F,54F,42%,WSW,13mph,0mph,28.99in,0.0in,Mostly
07/20/2015,14:15,BUFFALO,79F,57F,47%,SW,9mph,0mph,29.01in,0.0in,Fair
07/20/2015,15:35,BUFFALO,80F,54F,40%,SW,14mph,22mph,29.01in,0.0in,Mostly
07/20/2015,11:47,BUFFALO,76F,56F,50%,WSW,8mph,0mph,29.04in,0.0in,Fair
07/20/2015,15:24,BUFFALO,80F,54F,40%,SW,14mph,22mph,29.01in,0.0in,Mostly
07/20/2015,8:40,BUFFALO,72F,64F,76%,WSW,6mph,0mph,29.04in,0.0in,Fair
07/19/2015,13:54,BUFFALO,77F,69F,76%,WSW,15mph,26mph,29.07in,0.0in,Partly
07/19/2015,4:54,BUFFALO,76F,70F,82%,WSW,8mph,0mph,29.07in,0.0in,Cloudy
07/19/2015,1:45,BUFFALO,74F,68F,82%,SSW,8mph,0mph,29.11in,0.0in,Mostly
07/19/2015,13:30,BUFFALO,77F,69F,76%,WSW,15mph,26mph,29.07in,0.0in,Partly
07/19/2015,17:00,BUFFALO,80F,69F,69%,WSW,21mph,32mph,29.05in,0.0in,Fair
07/19/2015,0:00,BUFFALO,74F,68F,82%,SW,9mph,0mph,29.01in,0.0in,Mostly
07/19/2015,8:38,BUFFALO,72F,69F,91%,SSW,9mph,0mph,29.09in,0.2in,Light
07/19/2015,17:17,BUFFALO,80F,69F,69%,WSW,21mph,32mph,29.05in,0.0in,Fair
07/19/2015,3:50,BUFFALO,75F,69F,82%,SW,7mph,0mph,29.08in,0.0in,Cloudy
07/19/2015,19:12,BUFFALO,83F,71F,67%,SW,15mph,29mph,29.04in,0.0in,Mostly
07/18/2015,19:19,BUFFALO,76F,70F,82%,SW,15mph,0mph,29.15in,0.0in,Mostly
07/18/2015,0:30,BUFFALO,74F,67F,79%,SSW,9mph,0mph,29.10in,0.0in,Cloudy
07/18/2015,0:38,BUFFALO,74F,67F,79%,SSW,9mph,0mph,29.10in,0.0in,Cloudy
07/18/2015,10:54,BUFFALO,73F,70F,90%,SW,9mph,0mph,29.11in,0.0in,Cloudy
07/18/2015,18:25,BUFFALO,76F,71F,85%,SW,14mph,0mph,29.15in,0.0in,Mostly
07/18/2015,19:20,BUFFALO,76F,70F,82%,SW,15mph,0mph,29.15in,0.0in,Mostly
07/18/2015,17:05,BUFFALO,78F,71F,79%,SSW,14mph,0mph,29.14in,0.0in,Mostly
07/18/2015,19:30,BUFFALO,76F,70F,82%,SW,15mph,0mph,29.15in,0.0in,Mostly
07/18/2015,1:15,BUFFALO,72F,67F,84%,SSW,6mph,0mph,29.06in,0.0in,Partly
07/18/2015,11:13,BUFFALO,74F,71F,91%,SSW,7mph,0mph,29.11in,0.0in,Cloudy
07/18/2015,17:25,BUFFALO,78F,71F,79%,SSW,14mph,0mph,29.14in,0.0in,Mostly
07/18/2015,15:56,BUFFALO,77F,71F,82%,SSW,9mph,0mph,29.13in,0.0in,Haze
07/17/2015,9:03,BUFFALO,67F,56F,68%,SSE,7mph,0mph,29.21in,0.0in,Cloudy
07/17/2015,21:00,BUFFALO,78F,67F,68%,SW,9mph,0mph,29.08in,0.0in,Light
07/17/2015,23:45,BUFFALO,77F,67F,71%,SW,9mph,0mph,29.08in,0.0in,Mostly
07/17/2015,16:25,BUFFALO,71F,64F,78%,SSE,9mph,0mph,29.12in,0.0in,Cloudy
07/17/2015,11:37,BUFFALO,72F,57F,59%,S,10mph,0mph,29.19in,0.0in,Cloudy
07/17/2015,15:30,BUFFALO,71F,63F,75%,S,12mph,0mph,29.15in,0.0in,Light
07/17/2015,2:33,BUFFALO,61F,52F,72%,ESE,5mph,0mph,29.26in,0.0in,Mostly
07/17/2015,20:24,BUFFALO,78F,66F,66%,SSW,13mph,0mph,29.07in,0.0in,Cloudy
07/17/2015,13:26,BUFFALO,73F,62F,68%,S,12mph,0mph,29.17in,0.0in,Light
07/17/2015,15:23,BUFFALO,71F,63F,75%,S,12mph,0mph,29.15in,0.0in,Light
07/17/2015,4:43,BUFFALO,61F,54F,78%,SE,8mph,0mph,29.25in,0.0in,Mostly
07/17/2015,14:14,BUFFALO,73F,61F,66%,S,9mph,0mph,29.15in,0.0in,Light
07/17/2015,14:25,BUFFALO,73F,61F,66%,S,9mph,0mph,29.15in,0.0in,Light
07/17/2015,14:26,BUFFALO,73F,61F,66%,S,9mph,0mph,29.15in,0.0in,Light
07/17/2015,10:30,BUFFALO,72F,58F,61%,S,10mph,0mph,29.19in,0.0in,Mostly
07/17/2015,7:58,BUFFALO,63F,53F,70%,SSE,6mph,0mph,29.22in,0.0in,Cloudy
07/17/2015,18:00,BUFFALO,78F,65F,64%,SSW,15mph,22mph,29.07in,0.0in,Cloudy
07/17/2015,17:17,BUFFALO,76F,64F,67%,S,10mph,0mph,29.09in,0.0in,Cloudy
07/16/2015,14:30,BUFFALO,73F,51F,46%,VAR,6mph,0mph,29.32in,0.0in,Fair
07/16/2015,17:25,BUFFALO,76F,52F,43%,VAR,3mph,0mph,29.30in,0.0in,Mostly
07/16/2015,18:15,BUFFALO,76F,52F,43%,NNE,7mph,0mph,29.28in,0.0in,Fair
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
07/16/2015,17:24,BUFFALO,76F,52F,43%,VAR,3mph,0mph,29.30in,0.0in,Mostly
07/16/2015,14:30,BUFFALO,73F,51F,46%,VAR,6mph,0mph,29.32in,0.0in,Fair
07/16/2015,17:28,BUFFALO,76F,52F,43%,VAR,3mph,0mph,29.30in,0.0in,Mostly
07/16/2015,19:08,BUFFALO,75F,53F,46%,NE,7mph,0mph,29.26in,0.0in,Fair
07/16/2015,20:10,BUFFALO,73F,53F,49%,E,7mph,0mph,29.27in,0.0in,Fair
07/16/2015,15:10,BUFFALO,74F,50F,43%,SE,3mph,0mph,29.32in,0.0in,Fair
07/16/2015,11:59,BUFFALO,69F,50F,51%,ENE,10mph,0mph,29.36in,0.0in,Fair
07/15/2015,17:42,BUFFALO,61F,49F,64%,NNE,12mph,17mph,29.19in,0.0in,Mostly
07/15/2015,15:50,BUFFALO,58F,48F,70%,NNE,10mph,0mph,29.17in,0.0in,Cloudy
07/15/2015,22:00,BUFFALO,67F,46F,47%,ENE,9mph,0mph,29.21in,0.0in,Mostly
07/15/2015,16:50,BUFFALO,61F,50F,67%,NE,15mph,20mph,29.18in,0.0in,Mostly
07/15/2015,16:40,BUFFALO,61F,50F,67%,NE,15mph,20mph,29.18in,0.0in,Mostly
07/15/2015,17:24,BUFFALO,61F,49F,64%,NNE,12mph,17mph,29.19in,0.0in,Mostly
07/15/2015,17:36,BUFFALO,61F,49F,64%,NNE,12mph,17mph,29.19in,0.0in,Mostly
07/15/2015,16:50,BUFFALO,61F,50F,67%,NE,15mph,20mph,29.18in,0.0in,Mostly
07/15/2015,8:00,BUFFALO,57F,54F,89%,N,14mph,0mph,28.99in,0.0in,Cloudy
07/15/2015,0:00,BUFFALO,62F,50F,65%,CALM,0mph,0mph,29.27in,0.0in,Fair
07/15/2015,9:05,BUFFALO,57F,52F,83%,NNE,12mph,22mph,29.00in,0.0in,Cloudy
07/15/2015,12:30,BUFFALO,55F,48F,77%,NE,14mph,23mph,29.12in,0.0in,Cloudy
07/15/2015,8:00,BUFFALO,57F,54F,89%,N,14mph,0mph,28.99in,0.0in,Cloudy
07/15/2015,18:30,BUFFALO,62F,49F,62%,N,7mph,0mph,29.19in,0.0in,Mostly
07/15/2015,6:05,BUFFALO,63F,61F,93%,NNE,16mph,25mph,28.95in,0.0in,Light
07/15/2015,0:00,BUFFALO,62F,50F,65%,CALM,0mph,0mph,29.27in,0.0in,Fair
07/15/2015,19:40,BUFFALO,65F,50F,58%,ENE,8mph,0mph,29.21in,0.0in,Mostly
07/15/2015,15:52,BUFFALO,58F,48F,70%,NNE,10mph,0mph,29.17in,0.0in,Cloudy
07/14/2015,12:00,BUFFALO,72F,68F,87%,SSW,9mph,0mph,28.81in,0.0in,Cloudy
07/14/2015,14:05,BUFFALO,70F,67F,90%,SSW,10mph,0mph,28.81in,0.0in,Light
07/14/2015,15:20,BUFFALO,69F,67F,93%,SSW,12mph,0mph,28.82in,0.1in,Rain
07/14/2015,8:29,BUFFALO,71F,65F,81%,SSW,14mph,0mph,28.82in,0.0in,Cloudy
07/14/2015,18:43,BUFFALO,69F,66F,90%,S,3mph,0mph,28.80in,0.1in,Heavy
07/14/2015,13:09,BUFFALO,70F,67F,90%,SSW,8mph,0mph,28.82in,0.0in,Light
07/14/2015,8:55,BUFFALO,71F,65F,81%,SSW,14mph,0mph,28.82in,0.0in,Cloudy
07/14/2015,13:40,BUFFALO,70F,67F,90%,SSW,8mph,0mph,28.82in,0.0in,Light
07/14/2015,17:35,BUFFALO,69F,67F,93%,S,9mph,0mph,28.82in,0.1in,Light
07/13/2015,11:55,BUFFALO,80F,62F,54%,S,8mph,0mph,29.11in,0.0in,Fair
07/13/2015,2:00,BUFFALO,68F,59F,73%,S,3mph,0mph,29.19in,0.0in,Mostly
07/13/2015,15:07,BUFFALO,84F,57F,40%,SSW,9mph,20mph,29.02in,0.0in,Mostly
07/13/2015,22:40,BUFFALO,78F,62F,58%,SSE,9mph,0mph,28.92in,0.0in,Mostly
07/13/2015,17:35,BUFFALO,85F,58F,40%,S,10mph,0mph,28.98in,0.0in,Mostly
07/13/2015,8:03,BUFFALO,69F,61F,75%,SE,6mph,0mph,29.13in,0.0in,Partly
07/13/2015,9:02,BUFFALO,72F,61F,68%,S,3mph,0mph,29.13in,0.0in,Partly
07/13/2015,15:15,BUFFALO,84F,57F,40%,SSW,9mph,20mph,29.02in,0.0in,Mostly
07/13/2015,13:39,BUFFALO,84F,59F,43%,SSE,13mph,0mph,29.06in,0.0in,Fair
07/13/2015,6:25,BUFFALO,64F,59F,84%,CALM,0mph,0mph,29.14in,0.0in,Mostly
07/13/2015,14:00,BUFFALO,84F,59F,43%,SSE,10mph,17mph,29.03in,0.0in,Partly
07/13/2015,17:27,BUFFALO,85F,58F,40%,S,10mph,0mph,28.98in,0.0in,Mostly
07/13/2015,17:45,BUFFALO,85F,58F,40%,S,10mph,0mph,28.98in,0.0in,Mostly
07/13/2015,8:03,BUFFALO,69F,61F,75%,SE,6mph,0mph,29.13in,0.0in,Partly
07/13/2015,7:50,BUFFALO,66F,60F,81%,SE,3mph,0mph,29.13in,0.0in,Mostly
07/13/2015,20:30,BUFFALO,81F,60F,49%,S,8mph,0mph,28.95in,0.0in,Mostly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
07/12/2015,9:00,BUFFALO,68F,56F,65%,SSW,7mph,0mph,29.32in,0.0in,Mostly
07/12/2015,16:44,BUFFALO,82F,53F,37%,WNW,8mph,0mph,29.25in,0.0in,Mostly
07/12/2015,14:11,BUFFALO,80F,57F,45%,VAR,3mph,0mph,29.27in,0.0in,Mostly
07/12/2015,14:21,BUFFALO,80F,57F,45%,VAR,3mph,0mph,29.27in,0.0in,Mostly
07/12/2015,11:53,BUFFALO,72F,58F,61%,WSW,6mph,0mph,29.31in,0.0in,Cloudy
07/12/2015,19:24,BUFFALO,80F,56F,43%,W,7mph,0mph,29.22in,0.0in,Mostly
07/12/2015,12:18,BUFFALO,76F,59F,56%,VAR,3mph,0mph,29.31in,0.0in,Mostly
07/12/2015,22:25,BUFFALO,75F,56F,51%,NNE,5mph,0mph,29.21in,0.0in,Mostly
07/12/2015,22:11,BUFFALO,75F,56F,51%,NNE,5mph,0mph,29.21in,0.0in,Mostly
07/12/2015,1:00,BUFFALO,65F,57F,75%,S,6mph,0mph,29.34in,0.0in,Fair
07/12/2015,4:17,BUFFALO,62F,55F,78%,S,5mph,0mph,29.31in,0.0in,Fair
07/12/2015,16:11,BUFFALO,82F,53F,37%,WNW,8mph,0mph,29.25in,0.0in,Mostly
07/12/2015,15:32,BUFFALO,80F,53F,39%,0,mph0,mph29.26,in0.0,inMostly,Cloudy
07/12/2015,19:08,BUFFALO,80F,56F,43%,W,7mph,0mph,29.22in,0.0in,Mostly
07/11/2015,12:30,BUFFALO,76F,63F,64%,WSW,5mph,0mph,29.39in,0.0in,Fair
07/11/2015,10:00,BUFFALO,71F,60F,68%,SW,6mph,0mph,29.40in,0.0in,Fair
07/11/2015,13:35,BUFFALO,76F,61F,60%,WSW,7mph,0mph,29.39in,0.0in,Fair
07/11/2015,4:30,BUFFALO,60F,56F,86%,S,3mph,0mph,29.34in,0.0in,Fair
07/11/2015,2:28,BUFFALO,61F,58F,90%,S,6mph,0mph,29.34in,0.0in,Fair
07/11/2015,22:54,BUFFALO,70F,60F,71%,SW,8mph,0mph,29.35in,0.0in,Fair
07/11/2015,1:15,BUFFALO,63F,58F,84%,S,6mph,0mph,29.33in,0.0in,Fair
07/11/2015,0:00,BUFFALO,69F,60F,73%,SW,7mph,0mph,29.35in,0.0in,Fair
07/11/2015,18:13,BUFFALO,79F,52F,39%,SW,9mph,0mph,29.35in,0.0in,Fair
07/11/2015,1:15,BUFFALO,63F,58F,84%,S,6mph,0mph,29.33in,0.0in,Fair
07/11/2015,15:00,BUFFALO,80F,58F,47%,SW,12mph,0mph,29.38in,0.0in,Fair
07/11/2015,16:16,BUFFALO,79F,52F,39%,WSW,12mph,0mph,29.37in,0.0in,Fair
07/11/2015,17:46,BUFFALO,80F,49F,34%,SW,10mph,0mph,29.36in,0.0in,Fair
07/11/2015,15:55,BUFFALO,80F,58F,47%,SW,12mph,0mph,29.38in,0.0in,Fair
07/11/2015,8:45,BUFFALO,63F,55F,75%,SSW,7mph,0mph,29.39in,0.0in,Fair
07/11/2015,12:59,BUFFALO,76F,63F,64%,WSW,5mph,0mph,29.39in,0.0in,Fair
07/11/2015,22:12,BUFFALO,70F,60F,71%,SW,8mph,0mph,29.35in,0.0in,Fair
07/10/2015,13:11,BUFFALO,59F,58F,96%,SSW,3mph,0mph,29.30in,0.0in,Fair
07/10/2015,0:48,BUFFALO,66F,59F,78%,SSW,7mph,0mph,29.33in,0.0in,Partly
07/10/2015,19:51,BUFFALO,73F,56F,55%,W,5mph,0mph,29.33in,0.0in,Partly
07/10/2015,17:32,BUFFALO,71F,58F,63%,SW,6mph,0mph,29.32in,0.0in,Mostly
07/10/2015,21:25,BUFFALO,76F,55F,48%,WSW,8mph,0mph,29.31in,0.0in,Partly
07/10/2015,7:30,BUFFALO,61F,59F,93%,CALM,0mph,0mph,29.26in,0.0in,Partly
07/10/2015,16:42,BUFFALO,70F,58F,65%,SSW,7mph,0mph,29.32in,0.0in,Mostly
07/10/2015,17:15,BUFFALO,71F,58F,63%,SW,6mph,0mph,29.32in,0.0in,Mostly
07/10/2015,16:00,BUFFALO,70F,58F,65%,SSW,7mph,0mph,29.32in,0.0in,Mostly
07/10/2015,15:00,BUFFALO,67F,55F,66%,SW,5mph,0mph,29.32in,0.0in,Partly
07/10/2015,23:01,BUFFALO,78F,57F,48%,W,10mph,0mph,29.30in,0.0in,Mostly
07/10/2015,16:00,BUFFALO,70F,58F,65%,SSW,7mph,0mph,29.32in,0.0in,Mostly
07/10/2015,15:00,BUFFALO,67F,55F,66%,SW,5mph,0mph,29.32in,0.0in,Partly
07/10/2015,16:20,BUFFALO,70F,58F,65%,SSW,7mph,0mph,29.32in,0.0in,Mostly
07/10/2015,13:20,BUFFALO,59F,58F,96%,SSW,3mph,0mph,29.30in,0.0in,Fair
07/09/2015,0:00,BUFFALO,62F,58F,86%,SSW,6mph,0mph,29.22in,0.0in,Fair
07/09/2015,8:45,BUFFALO,63F,58F,84%,S,3mph,0mph,29.23in,0.0in,Cloudy
07/09/2015,16:38,BUFFALO,64F,63F,94%,NNE,9mph,0mph,29.10in,0.0in,Light
07/09/2015,14:50,BUFFALO,65F,63F,93%,NNE,9mph,0mph,29.11in,0.0in,Light
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
07/09/2015,19:17,BUFFALO,63F,61F,93%,N,10mph,0mph,29.08in,0.1in,Light
07/09/2015,23:00,BUFFALO,65F,61F,87%,N,7mph,0mph,29.11in,0.0in,Cloudy
07/09/2015,12:50,BUFFALO,64F,61F,90%,E,5mph,0mph,29.16in,0.1in,Light
07/09/2015,0:55,BUFFALO,62F,58F,86%,SSW,6mph,0mph,29.22in,0.0in,Fair
07/09/2015,7:45,BUFFALO,61F,56F,83%,SSE,3mph,0mph,29.23in,0.0in,Cloudy
07/09/2015,10:01,BUFFALO,64F,60F,87%,SE,3mph,0mph,29.19in,0.0in,Light
07/08/2015,14:02,BUFFALO,66F,53F,63%,NE,12mph,0mph,29.32in,0.0in,Mostly
07/08/2015,11:52,BUFFALO,62F,54F,75%,NNE,13mph,0mph,29.31in,0.0in,Mostly
07/08/2015,0:00,BUFFALO,63F,51F,65%,E,6mph,0mph,29.29in,0.0in,Cloudy
07/08/2015,18:30,BUFFALO,70F,50F,49%,NNE,7mph,0mph,29.31in,0.0in,Cloudy
07/08/2015,16:06,BUFFALO,70F,52F,53%,ENE,9mph,0mph,29.32in,0.0in,Mostly
07/08/2015,7:56,BUFFALO,61F,57F,87%,N,8mph,0mph,29.26in,0.0in,Cloudy
07/08/2015,14:20,BUFFALO,66F,53F,63%,NE,12mph,0mph,29.32in,0.0in,Mostly
07/08/2015,0:54,BUFFALO,63F,51F,65%,E,6mph,0mph,29.29in,0.0in,Cloudy
07/08/2015,9:00,BUFFALO,61F,57F,87%,N,8mph,0mph,29.29in,0.0in,Cloudy
07/08/2015,17:05,BUFFALO,70F,51F,51%,NE,8mph,0mph,29.31in,0.0in,Cloudy
07/08/2015,13:59,BUFFALO,64F,52F,65%,ENE,13mph,0mph,29.32in,0.0in,Mostly
07/08/2015,10:20,BUFFALO,61F,56F,83%,N,10mph,0mph,29.31in,0.0in,Mostly
07/08/2015,16:20,BUFFALO,70F,52F,53%,ENE,9mph,0mph,29.32in,0.0in,Mostly
07/07/2015,15:58,BUFFALO,87F,68F,53%,SW,17mph,0mph,29.08in,0.0in,Mostly
07/07/2015,16:52,BUFFALO,83F,67F,58%,WSW,16mph,20mph,29.08in,0.0in,Mostly
07/07/2015,12:42,BUFFALO,82F,68F,62%,SSW,20mph,26mph,29.14in,0.0in,Partly
07/07/2015,16:59,BUFFALO,83F,67F,58%,WSW,16mph,20mph,29.08in,0.0in,Mostly
07/07/2015,12:00,BUFFALO,82F,68F,62%,SSW,20mph,26mph,29.14in,0.0in,Partly
07/07/2015,5:40,BUFFALO,70F,66F,87%,S,9mph,0mph,29.17in,0.0in,Partly
07/07/2015,12:39,BUFFALO,82F,68F,62%,SSW,20mph,26mph,29.14in,0.0in,Partly
07/07/2015,15:54,BUFFALO,87F,68F,53%,SW,17mph,0mph,29.08in,0.0in,Mostly
07/07/2015,13:32,BUFFALO,84F,67F,56%,WSW,15mph,24mph,29.13in,0.0in,Mostly
07/07/2015,16:52,BUFFALO,83F,67F,58%,WSW,16mph,20mph,29.08in,0.0in,Mostly
07/07/2015,23:26,BUFFALO,72F,67F,84%,SSW,7mph,0mph,29.10in,0.1in,Cloudy
07/07/2015,21:41,BUFFALO,71F,66F,84%,SW,10mph,28mph,29.12in,0.1in,Light
07/07/2015,23:15,BUFFALO,72F,67F,84%,SSW,7mph,0mph,29.10in,0.1in,Cloudy
07/07/2015,19:53,BUFFALO,76F,68F,76%,SW,15mph,0mph,29.10in,0.0in,Thunder
07/07/2015,17:37,BUFFALO,78F,70F,76%,SW,23mph,36mph,29.09in,0.0in,Heavy
07/06/2015,17:26,BUFFALO,85F,66F,53%,SSE,9mph,0mph,29.23in,0.0in,Mostly
07/06/2015,17:56,BUFFALO,85F,66F,53%,SSE,9mph,0mph,29.23in,0.0in,Mostly
07/06/2015,17:41,BUFFALO,85F,66F,53%,SSE,9mph,0mph,29.23in,0.0in,Mostly
07/06/2015,13:00,BUFFALO,83F,63F,51%,E,8mph,0mph,29.29in,0.0in,Fair
