Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
06/20/2016,0:00,KINGS,81F,62F,52%,SSW,8mph,0mph,29.87in,0.0in,Mostly
06/20/2016,16:10,KINGS,80F,62F,54%,S,15mph,0mph,30.01in,0.0in,Mostly
06/20/2016,3:50,KINGS,68F,59F,73%,S,6mph,0mph,30.18in,0.0in,Fair
06/20/2016,16:30,KINGS,80F,62F,54%,S,15mph,0mph,30.01in,0.0in,Mostly
06/20/2016,18:56,KINGS,78F,61F,56%,S,13mph,0mph,29.96in,0.0in,Mostly
06/20/2016,10:05,KINGS,75F,62F,64%,NE,10mph,0mph,30.15in,0.0in,Mostly
06/20/2016,9:30,KINGS,72F,62F,71%,NE,7mph,0mph,30.17in,0.0in,Partly
06/20/2016,12:05,KINGS,80F,63F,56%,SSE,10mph,0mph,30.12in,0.0in,Mostly
06/20/2016,23:00,KINGS,81F,62F,52%,SSW,8mph,0mph,29.87in,0.0in,Mostly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
06/20/2016,22:35,KINGS,79F,64F,60%,S,9mph,0mph,29.89in,0.0in,Mostly
06/20/2016,20:00,KINGS,77F,63F,62%,S,10mph,0mph,29.90in,0.0in,Mostly
06/20/2016,9:30,KINGS,72F,62F,71%,NE,7mph,0mph,30.17in,0.0in,Partly
06/20/2016,21:20,KINGS,77F,64F,64%,S,9mph,0mph,29.89in,0.0in,Fair
06/20/2016,15:25,KINGS,82F,62F,51%,S,12mph,0mph,30.03in,0.0in,Mostly
06/20/2016,13:50,KINGS,79F,62F,56%,SSE,10mph,0mph,30.10in,0.0in,Mostly
06/20/2016,17:33,KINGS,80F,61F,52%,S,14mph,20mph,29.98in,0.0in,Mostly
06/20/2016,22:20,KINGS,79F,64F,60%,S,9mph,0mph,29.89in,0.0in,Mostly
06/20/2016,16:40,KINGS,80F,62F,54%,S,15mph,0mph,30.01in,0.0in,Mostly
06/20/2016,21:45,KINGS,77F,64F,64%,S,9mph,0mph,29.89in,0.0in,Fair
06/20/2016,11:15,KINGS,80F,64F,58%,CALM,0mph,0mph,30.13in,0.0in,Mostly
06/20/2016,18:50,KINGS,78F,61F,56%,S,13mph,0mph,29.96in,0.0in,Mostly
06/20/2016,15:30,KINGS,82F,62F,51%,S,12mph,0mph,30.03in,0.0in,Mostly
06/20/2016,7:40,KINGS,68F,61F,78%,ESE,5mph,0mph,30.18in,0.0in,Partly
06/20/2016,0:30,KINGS,81F,62F,52%,SSW,8mph,0mph,29.87in,0.0in,Mostly
06/20/2016,0:00,KINGS,81F,62F,52%,SSW,8mph,0mph,29.87in,0.0in,Mostly
06/20/2016,17:20,KINGS,80F,61F,52%,S,14mph,20mph,29.98in,0.0in,Mostly
06/20/2016,12:09,KINGS,80F,63F,56%,SSE,10mph,0mph,30.12in,0.0in,Mostly
06/20/2016,19:45,KINGS,78F,62F,58%,SSE,10mph,0mph,29.93in,0.0in,Mostly
06/20/2016,17:00,KINGS,80F,61F,52%,S,14mph,20mph,29.98in,0.0in,Mostly
06/20/2016,16:40,KINGS,80F,62F,54%,S,15mph,0mph,30.01in,0.0in,Mostly
06/20/2016,14:40,KINGS,82F,62F,51%,S,9mph,0mph,30.06in,0.0in,Mostly
06/20/2016,0:10,KINGS,81F,62F,52%,SSW,8mph,0mph,29.87in,0.0in,Mostly
06/20/2016,22:10,KINGS,79F,64F,60%,S,9mph,0mph,29.89in,0.0in,Mostly
06/20/2016,8:20,KINGS,70F,61F,73%,NE,6mph,0mph,30.18in,0.0in,Partly
06/20/2016,16:50,KINGS,80F,62F,54%,S,15mph,0mph,30.01in,0.0in,Mostly
06/20/2016,20:33,KINGS,77F,63F,62%,S,10mph,0mph,29.90in,0.0in,Mostly
06/20/2016,9:30,KINGS,72F,62F,71%,NE,7mph,0mph,30.17in,0.0in,Partly
06/20/2016,9:15,KINGS,72F,62F,71%,NE,7mph,0mph,30.17in,0.0in,Partly
06/20/2016,20:15,KINGS,77F,63F,62%,S,10mph,0mph,29.90in,0.0in,Mostly
06/20/2016,15:03,KINGS,82F,62F,51%,S,12mph,0mph,30.03in,0.0in,Mostly
06/20/2016,18:45,KINGS,78F,61F,56%,S,13mph,0mph,29.96in,0.0in,Mostly
06/20/2016,13:15,KINGS,79F,62F,56%,SSE,10mph,0mph,30.10in,0.0in,Mostly
06/20/2016,16:27,KINGS,80F,62F,54%,S,15mph,0mph,30.01in,0.0in,Mostly
06/20/2016,16:10,KINGS,80F,62F,54%,S,15mph,0mph,30.01in,0.0in,Mostly
06/20/2016,13:50,KINGS,79F,62F,56%,SSE,10mph,0mph,30.10in,0.0in,Mostly
06/20/2016,6:45,KINGS,66F,61F,84%,NE,6mph,0mph,30.18in,0.0in,Partly
06/20/2016,18:30,KINGS,78F,61F,56%,S,13mph,0mph,29.96in,0.0in,Mostly
06/20/2016,12:30,KINGS,80F,63F,56%,SSE,10mph,0mph,30.12in,0.0in,Mostly
06/20/2016,16:35,KINGS,80F,62F,54%,S,15mph,0mph,30.01in,0.0in,Mostly
06/20/2016,9:19,KINGS,72F,62F,71%,NE,7mph,0mph,30.17in,0.0in,Partly
06/20/2016,22:35,KINGS,79F,64F,60%,S,9mph,0mph,29.89in,0.0in,Mostly
06/20/2016,0:00,KINGS,81F,62F,52%,SSW,8mph,0mph,29.87in,0.0in,Mostly
06/19/2016,12:20,KINGS,82F,57F,42%,NE,9mph,0mph,30.26in,0.0in,Partly
06/19/2016,0:00,KINGS,70F,56F,61%,SSE,8mph,0mph,30.24in,0.0in,Partly
06/19/2016,12:47,KINGS,82F,57F,42%,NE,9mph,0mph,30.26in,0.0in,Partly
06/19/2016,11:00,KINGS,78F,57F,48%,NE,8mph,0mph,30.27in,0.0in,Partly
06/19/2016,9:15,KINGS,74F,57F,55%,NNE,5mph,0mph,30.28in,0.0in,Mostly
06/19/2016,3:10,KINGS,70F,56F,61%,S,6mph,0mph,30.26in,0.0in,Partly
06/19/2016,2:00,KINGS,71F,56F,59%,SSE,7mph,0mph,30.26in,0.0in,Mostly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
06/19/2016,22:00,KINGS,70F,56F,61%,SSE,8mph,0mph,30.25in,0.0in,Partly
06/19/2016,12:48,KINGS,82F,57F,42%,NE,9mph,0mph,30.26in,0.0in,Partly
06/19/2016,2:00,KINGS,71F,56F,59%,SSE,7mph,0mph,30.26in,0.0in,Mostly
06/19/2016,3:36,KINGS,70F,56F,61%,S,6mph,0mph,30.26in,0.0in,Partly
06/19/2016,18:10,KINGS,78F,58F,50%,SE,17mph,0mph,30.22in,0.0in,Partly
06/19/2016,1:40,KINGS,72F,57F,59%,SSE,7mph,0mph,30.27in,0.0in,Mostly
06/19/2016,23:00,KINGS,70F,56F,61%,SSE,8mph,0mph,30.24in,0.0in,Partly
06/19/2016,2:40,KINGS,71F,56F,59%,SSE,7mph,0mph,30.26in,0.0in,Mostly
06/19/2016,19:22,KINGS,76F,57F,52%,SE,14mph,0mph,30.23in,0.0in,Mostly
06/19/2016,12:05,KINGS,82F,57F,42%,NE,9mph,0mph,30.26in,0.0in,Partly
06/19/2016,15:00,KINGS,83F,59F,44%,SSE,12mph,0mph,30.23in,0.0in,Partly
06/19/2016,0:20,KINGS,70F,56F,61%,SSE,8mph,0mph,30.24in,0.0in,Partly
06/19/2016,2:32,KINGS,71F,56F,59%,SSE,7mph,0mph,30.26in,0.0in,Mostly
06/19/2016,11:45,KINGS,78F,57F,48%,NE,8mph,0mph,30.27in,0.0in,Partly
06/19/2016,5:40,KINGS,70F,52F,53%,S,7mph,0mph,30.26in,0.0in,Mostly
06/19/2016,2:45,KINGS,71F,56F,59%,SSE,7mph,0mph,30.26in,0.0in,Mostly
06/19/2016,15:30,KINGS,83F,59F,44%,SSE,12mph,0mph,30.23in,0.0in,Partly
06/19/2016,13:00,KINGS,80F,59F,48%,NE,10mph,0mph,30.25in,0.0in,Partly
06/19/2016,13:30,KINGS,80F,59F,48%,NE,10mph,0mph,30.25in,0.0in,Partly
06/19/2016,22:05,KINGS,70F,56F,61%,SSE,8mph,0mph,30.25in,0.0in,Partly
06/19/2016,12:55,KINGS,82F,57F,42%,NE,9mph,0mph,30.26in,0.0in,Partly
06/19/2016,22:30,KINGS,70F,56F,61%,SSE,8mph,0mph,30.25in,0.0in,Partly
06/19/2016,4:49,KINGS,70F,54F,57%,S,6mph,0mph,30.26in,0.0in,Mostly
06/19/2016,11:50,KINGS,78F,57F,48%,NE,8mph,0mph,30.27in,0.0in,Partly
06/19/2016,7:50,KINGS,71F,53F,53%,WSW,5mph,0mph,30.27in,0.0in,Mostly
06/19/2016,21:15,KINGS,71F,56F,59%,SSE,10mph,0mph,30.24in,0.0in,Mostly
06/19/2016,17:00,KINGS,80F,59F,48%,SSE,16mph,0mph,30.22in,0.0in,Fair
06/19/2016,21:25,KINGS,71F,56F,59%,SSE,10mph,0mph,30.24in,0.0in,Mostly
06/19/2016,17:45,KINGS,80F,59F,48%,SSE,16mph,0mph,30.22in,0.0in,Fair
06/19/2016,21:25,KINGS,71F,56F,59%,SSE,10mph,0mph,30.24in,0.0in,Mostly
06/19/2016,21:35,KINGS,71F,56F,59%,SSE,10mph,0mph,30.24in,0.0in,Mostly
06/19/2016,11:15,KINGS,78F,57F,48%,NE,8mph,0mph,30.27in,0.0in,Partly
06/19/2016,12:00,KINGS,82F,57F,42%,NE,9mph,0mph,30.26in,0.0in,Partly
06/19/2016,12:30,KINGS,82F,57F,42%,NE,9mph,0mph,30.26in,0.0in,Partly
06/19/2016,7:55,KINGS,71F,53F,53%,WSW,5mph,0mph,30.27in,0.0in,Mostly
06/19/2016,19:40,KINGS,76F,57F,52%,SE,14mph,0mph,30.23in,0.0in,Mostly
06/19/2016,20:20,KINGS,73F,57F,57%,SSE,9mph,0mph,30.24in,0.0in,Mostly
06/19/2016,2:30,KINGS,71F,56F,59%,SSE,7mph,0mph,30.26in,0.0in,Mostly
06/19/2016,12:00,KINGS,82F,57F,42%,NE,9mph,0mph,30.26in,0.0in,Partly
06/19/2016,2:01,KINGS,71F,56F,59%,SSE,7mph,0mph,30.26in,0.0in,Mostly
06/19/2016,23:30,KINGS,70F,56F,61%,SSE,8mph,0mph,30.24in,0.0in,Partly
06/19/2016,13:10,KINGS,80F,59F,48%,NE,10mph,0mph,30.25in,0.0in,Partly
06/19/2016,19:50,KINGS,76F,57F,52%,SE,14mph,0mph,30.23in,0.0in,Mostly
06/19/2016,5:30,KINGS,70F,52F,53%,S,7mph,0mph,30.26in,0.0in,Mostly
06/19/2016,4:45,KINGS,70F,54F,57%,S,6mph,0mph,30.26in,0.0in,Mostly
06/19/2016,14:00,KINGS,78F,59F,52%,NE,12mph,0mph,30.25in,0.0in,Partly
06/19/2016,16:00,KINGS,82F,59F,45%,S,15mph,0mph,30.22in,0.0in,Partly
06/19/2016,17:45,KINGS,80F,59F,48%,SSE,16mph,0mph,30.22in,0.0in,Fair
06/19/2016,20:30,KINGS,73F,57F,57%,SSE,9mph,0mph,30.24in,0.0in,Mostly
06/19/2016,17:45,KINGS,80F,59F,48%,SSE,16mph,0mph,30.22in,0.0in,Fair
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
06/19/2016,6:30,KINGS,70F,53F,55%,SW,7mph,0mph,30.26in,0.0in,Mostly
06/19/2016,0:10,KINGS,70F,56F,61%,SSE,8mph,0mph,30.24in,0.0in,Partly
06/19/2016,16:35,KINGS,82F,59F,45%,S,15mph,0mph,30.22in,0.0in,Partly
06/19/2016,21:56,KINGS,71F,56F,59%,SSE,10mph,0mph,30.24in,0.0in,Mostly
06/19/2016,18:50,KINGS,78F,58F,50%,SE,17mph,0mph,30.22in,0.0in,Partly
06/19/2016,12:45,KINGS,82F,57F,42%,NE,9mph,0mph,30.26in,0.0in,Partly
06/19/2016,19:00,KINGS,76F,57F,52%,SE,14mph,0mph,30.23in,0.0in,Mostly
06/19/2016,18:10,KINGS,78F,58F,50%,SE,17mph,0mph,30.22in,0.0in,Partly
06/19/2016,15:20,KINGS,83F,59F,44%,SSE,12mph,0mph,30.23in,0.0in,Partly
06/19/2016,10:44,KINGS,75F,58F,55%,NE,6mph,0mph,30.28in,0.0in,Mostly
06/19/2016,8:00,KINGS,74F,53F,48%,CALM,0mph,0mph,30.28in,0.0in,Mostly
06/18/2016,23:00,KINGS,73F,56F,55%,SSE,6mph,0mph,30.26in,0.0in,Mostly
06/18/2016,6:00,KINGS,63F,49F,60%,CALM,0mph,0mph,30.14in,0.0in,Fair
06/18/2016,17:46,KINGS,84F,49F,29%,S,15mph,0mph,30.19in,0.0in,Partly
06/18/2016,16:00,KINGS,85F,50F,30%,S,9mph,0mph,30.18in,0.0in,Partly
06/18/2016,23:00,KINGS,73F,56F,55%,SSE,6mph,0mph,30.26in,0.0in,Mostly
06/18/2016,14:30,KINGS,85F,51F,31%,NE,7mph,0mph,30.19in,0.0in,Fair
06/18/2016,18:02,KINGS,80F,49F,34%,S,14mph,21mph,30.19in,0.0in,Fair
06/18/2016,18:00,KINGS,80F,49F,34%,S,14mph,21mph,30.19in,0.0in,Fair
06/18/2016,18:50,KINGS,80F,49F,34%,S,14mph,21mph,30.19in,0.0in,Fair
06/18/2016,16:30,KINGS,85F,50F,30%,S,9mph,0mph,30.18in,0.0in,Partly
06/18/2016,17:10,KINGS,84F,49F,29%,S,15mph,0mph,30.19in,0.0in,Partly
06/18/2016,12:15,KINGS,80F,53F,39%,NW,6mph,0mph,30.21in,0.0in,Fair
06/18/2016,0:00,KINGS,73F,56F,55%,SSE,6mph,0mph,30.26in,0.0in,Mostly
06/18/2016,3:46,KINGS,66F,49F,54%,CALM,0mph,0mph,30.10in,0.0in,Fair
06/18/2016,11:40,KINGS,78F,51F,39%,WNW,3mph,0mph,30.20in,0.0in,Fair
06/18/2016,18:00,KINGS,80F,49F,34%,S,14mph,21mph,30.19in,0.0in,Fair
06/18/2016,16:00,KINGS,85F,50F,30%,S,9mph,0mph,30.18in,0.0in,Partly
06/18/2016,18:40,KINGS,80F,49F,34%,S,14mph,21mph,30.19in,0.0in,Fair
06/18/2016,15:30,KINGS,86F,49F,28%,ENE,7mph,0mph,30.18in,0.0in,Fair
06/18/2016,17:10,KINGS,84F,49F,29%,S,15mph,0mph,30.19in,0.0in,Partly
06/18/2016,19:31,KINGS,78F,48F,35%,SSE,16mph,0mph,30.20in,0.0in,Fair
06/18/2016,10:10,KINGS,75F,48F,38%,CALM,0mph,0mph,30.20in,0.0in,Fair
06/18/2016,20:17,KINGS,76F,50F,40%,SSE,12mph,0mph,30.21in,0.0in,Fair
06/18/2016,18:10,KINGS,80F,49F,34%,S,14mph,21mph,30.19in,0.0in,Fair
06/18/2016,7:20,KINGS,66F,51F,59%,WNW,6mph,0mph,30.17in,0.0in,Partly
06/18/2016,0:15,KINGS,73F,56F,55%,SSE,6mph,0mph,30.26in,0.0in,Mostly
06/18/2016,15:15,KINGS,86F,49F,28%,ENE,7mph,0mph,30.18in,0.0in,Fair
06/18/2016,16:00,KINGS,85F,50F,30%,S,9mph,0mph,30.18in,0.0in,Partly
06/18/2016,16:36,KINGS,85F,50F,30%,S,9mph,0mph,30.18in,0.0in,Partly
06/18/2016,0:30,KINGS,73F,56F,55%,SSE,6mph,0mph,30.26in,0.0in,Mostly
06/18/2016,4:16,KINGS,65F,51F,61%,CALM,0mph,0mph,30.10in,0.0in,Fair
06/18/2016,9:50,KINGS,72F,48F,43%,N,3mph,0mph,30.19in,0.0in,Partly
06/18/2016,5:30,KINGS,66F,48F,52%,WNW,5mph,0mph,30.11in,0.0in,Fair
06/18/2016,16:00,KINGS,85F,50F,30%,S,9mph,0mph,30.18in,0.0in,Partly
06/18/2016,11:17,KINGS,78F,51F,39%,WNW,3mph,0mph,30.20in,0.0in,Fair
06/18/2016,2:44,KINGS,66F,50F,56%,SW,5mph,0mph,30.10in,0.0in,Fair
06/18/2016,9:00,KINGS,72F,48F,43%,N,3mph,0mph,30.19in,0.0in,Partly
06/18/2016,13:00,KINGS,83F,50F,32%,CALM,0mph,0mph,30.20in,0.0in,Fair
06/18/2016,8:50,KINGS,69F,50F,51%,WNW,5mph,0mph,30.18in,0.0in,Partly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
06/18/2016,0:00,KINGS,73F,56F,55%,SSE,6mph,0mph,30.26in,0.0in,Mostly
06/18/2016,22:00,KINGS,73F,54F,51%,SSE,7mph,0mph,30.25in,0.0in,Mostly
06/18/2016,13:20,KINGS,83F,50F,32%,CALM,0mph,0mph,30.20in,0.0in,Fair
06/18/2016,16:30,KINGS,85F,50F,30%,S,9mph,0mph,30.18in,0.0in,Partly
06/18/2016,15:35,KINGS,86F,49F,28%,ENE,7mph,0mph,30.18in,0.0in,Fair
06/18/2016,23:55,KINGS,73F,56F,55%,SSE,6mph,0mph,30.26in,0.0in,Mostly
06/18/2016,22:25,KINGS,73F,54F,51%,SSE,7mph,0mph,30.25in,0.0in,Mostly
06/18/2016,12:30,KINGS,80F,53F,39%,NW,6mph,0mph,30.21in,0.0in,Fair
06/18/2016,22:15,KINGS,73F,54F,51%,SSE,7mph,0mph,30.25in,0.0in,Mostly
06/18/2016,6:30,KINGS,63F,49F,60%,CALM,0mph,0mph,30.14in,0.0in,Fair
06/18/2016,0:00,KINGS,73F,56F,55%,SSE,6mph,0mph,30.26in,0.0in,Mostly
06/18/2016,19:50,KINGS,78F,48F,35%,SSE,16mph,0mph,30.20in,0.0in,Fair
06/18/2016,16:45,KINGS,85F,50F,30%,S,9mph,0mph,30.18in,0.0in,Partly
06/18/2016,11:30,KINGS,78F,51F,39%,WNW,3mph,0mph,30.20in,0.0in,Fair
06/18/2016,14:00,KINGS,85F,51F,31%,NE,7mph,0mph,30.19in,0.0in,Fair
06/18/2016,10:15,KINGS,75F,48F,38%,CALM,0mph,0mph,30.20in,0.0in,Fair
06/18/2016,21:30,KINGS,74F,52F,46%,SSE,9mph,0mph,30.22in,0.0in,Fair
06/18/2016,15:00,KINGS,86F,49F,28%,ENE,7mph,0mph,30.18in,0.0in,Fair
06/18/2016,17:00,KINGS,84F,49F,29%,S,15mph,0mph,30.19in,0.0in,Partly
06/18/2016,0:03,KINGS,73F,56F,55%,SSE,6mph,0mph,30.26in,0.0in,Mostly
06/18/2016,18:40,KINGS,80F,49F,34%,S,14mph,21mph,30.19in,0.0in,Fair
06/18/2016,17:40,KINGS,84F,49F,29%,S,15mph,0mph,30.19in,0.0in,Partly
06/18/2016,12:25,KINGS,80F,53F,39%,NW,6mph,0mph,30.21in,0.0in,Fair
06/18/2016,13:05,KINGS,83F,50F,32%,CALM,0mph,0mph,30.20in,0.0in,Fair
06/18/2016,18:40,KINGS,80F,49F,34%,S,14mph,21mph,30.19in,0.0in,Fair
06/18/2016,15:00,KINGS,86F,49F,28%,ENE,7mph,0mph,30.18in,0.0in,Fair
06/17/2016,22:00,KINGS,67F,48F,51%,S,10mph,0mph,30.08in,0.0in,Partly
06/17/2016,13:30,KINGS,71F,58F,63%,NE,17mph,0mph,29.94in,0.0in,Mostly
06/17/2016,7:55,KINGS,69F,57F,65%,N,3mph,0mph,29.82in,0.0in,Mostly
06/17/2016,16:55,KINGS,73F,46F,38%,ESE,12mph,0mph,0.00in,0.0in,Mostly
06/17/2016,8:00,KINGS,70F,58F,65%,NE,7mph,0mph,29.84in,0.0in,Mostly
06/17/2016,10:30,KINGS,71F,57F,61%,ENE,15mph,0mph,29.89in,0.0in,Cloudy
06/17/2016,11:26,KINGS,71F,61F,70%,NE,14mph,0mph,29.91in,0.0in,Partly
06/17/2016,0:00,KINGS,67F,49F,52%,S,6mph,0mph,30.09in,0.0in,Fair
06/17/2016,8:00,KINGS,70F,58F,65%,NE,7mph,0mph,29.84in,0.0in,Mostly
06/17/2016,8:05,KINGS,70F,58F,65%,NE,7mph,0mph,29.84in,0.0in,Mostly
06/17/2016,18:00,KINGS,76F,41F,29%,SSE,10mph,0mph,29.98in,0.0in,Partly
06/17/2016,16:27,KINGS,73F,46F,38%,ESE,12mph,0mph,0.00in,0.0in,Mostly
06/17/2016,20:19,KINGS,73F,43F,34%,SE,9mph,0mph,30.02in,0.0in,Partly
06/17/2016,0:00,KINGS,67F,49F,52%,S,6mph,0mph,30.09in,0.0in,Fair
06/17/2016,18:20,KINGS,76F,41F,29%,SSE,10mph,0mph,29.98in,0.0in,Partly
06/17/2016,2:30,KINGS,69F,60F,73%,CALM,0mph,0mph,29.77in,0.0in,Cloudy
06/17/2016,19:30,KINGS,75F,42F,31%,SSE,8mph,0mph,30.00in,0.0in,Partly
06/17/2016,14:45,KINGS,71F,57F,61%,NE,17mph,0mph,29.96in,0.0in,Mostly
06/17/2016,7:40,KINGS,69F,57F,65%,N,3mph,0mph,29.82in,0.0in,Mostly
06/17/2016,12:45,KINGS,72F,60F,66%,NE,16mph,0mph,29.93in,0.0in,Mostly
06/17/2016,14:45,KINGS,71F,57F,61%,NE,17mph,0mph,29.96in,0.0in,Mostly
06/17/2016,9:28,KINGS,71F,56F,59%,NE,12mph,0mph,29.87in,0.0in,Mostly
06/17/2016,10:10,KINGS,71F,57F,61%,ENE,15mph,0mph,29.89in,0.0in,Cloudy
06/17/2016,20:10,KINGS,73F,43F,34%,SE,9mph,0mph,30.02in,0.0in,Partly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
06/17/2016,22:00,KINGS,67F,48F,51%,S,10mph,0mph,30.08in,0.0in,Partly
06/17/2016,12:30,KINGS,72F,60F,66%,NE,16mph,0mph,29.93in,0.0in,Mostly
06/17/2016,8:15,KINGS,70F,58F,65%,NE,7mph,0mph,29.84in,0.0in,Mostly
06/17/2016,16:50,KINGS,73F,46F,38%,ESE,12mph,0mph,0.00in,0.0in,Mostly
06/17/2016,11:10,KINGS,71F,61F,70%,NE,14mph,0mph,29.91in,0.0in,Partly
06/17/2016,5:50,KINGS,66F,62F,87%,NE,5mph,0mph,29.77in,0.0in,Mostly
06/17/2016,16:00,KINGS,73F,46F,38%,ESE,12mph,0mph,0.00in,0.0in,Mostly
06/17/2016,17:45,KINGS,77F,42F,29%,SE,13mph,20mph,29.98in,0.0in,Partly
06/17/2016,18:00,KINGS,76F,41F,29%,SSE,10mph,0mph,29.98in,0.0in,Partly
06/17/2016,12:00,KINGS,72F,60F,66%,NE,16mph,0mph,29.93in,0.0in,Mostly
06/17/2016,7:30,KINGS,69F,57F,65%,N,3mph,0mph,29.82in,0.0in,Mostly
06/17/2016,12:30,KINGS,72F,60F,66%,NE,16mph,0mph,29.93in,0.0in,Mostly
06/17/2016,17:15,KINGS,77F,42F,29%,SE,13mph,20mph,29.98in,0.0in,Partly
06/17/2016,17:38,KINGS,77F,42F,29%,SE,13mph,20mph,29.98in,0.0in,Partly
06/17/2016,18:40,KINGS,76F,41F,29%,SSE,10mph,0mph,29.98in,0.0in,Partly
06/17/2016,18:10,KINGS,76F,41F,29%,SSE,10mph,0mph,29.98in,0.0in,Partly
06/17/2016,16:52,KINGS,73F,46F,38%,ESE,12mph,0mph,0.00in,0.0in,Mostly
06/17/2016,20:08,KINGS,73F,43F,34%,SE,9mph,0mph,30.02in,0.0in,Partly
06/17/2016,16:30,KINGS,73F,46F,38%,ESE,12mph,0mph,0.00in,0.0in,Mostly
06/17/2016,15:00,KINGS,74F,56F,53%,ENE,10mph,0mph,29.97in,0.0in,Mostly
06/17/2016,0:00,KINGS,67F,49F,52%,S,6mph,0mph,30.09in,0.0in,Fair
06/17/2016,0:00,KINGS,67F,49F,52%,S,6mph,0mph,30.09in,0.0in,Fair
06/17/2016,22:00,KINGS,67F,48F,51%,S,10mph,0mph,30.08in,0.0in,Partly
06/17/2016,14:30,KINGS,71F,57F,61%,NE,17mph,0mph,29.96in,0.0in,Mostly
06/17/2016,11:25,KINGS,71F,61F,70%,NE,14mph,0mph,29.91in,0.0in,Partly
06/17/2016,17:20,KINGS,77F,42F,29%,SE,13mph,20mph,29.98in,0.0in,Partly
06/17/2016,22:30,KINGS,67F,48F,51%,S,10mph,0mph,30.08in,0.0in,Partly
06/17/2016,16:31,KINGS,73F,46F,38%,ESE,12mph,0mph,0.00in,0.0in,Mostly
06/17/2016,17:55,KINGS,77F,42F,29%,SE,13mph,20mph,29.98in,0.0in,Partly
06/17/2016,12:00,KINGS,72F,60F,66%,NE,16mph,0mph,29.93in,0.0in,Mostly
06/17/2016,17:45,KINGS,77F,42F,29%,SE,13mph,20mph,29.98in,0.0in,Partly
06/17/2016,12:54,KINGS,72F,60F,66%,NE,16mph,0mph,29.93in,0.0in,Mostly
06/17/2016,9:48,KINGS,71F,56F,59%,NE,12mph,0mph,29.87in,0.0in,Mostly
06/17/2016,16:50,KINGS,73F,46F,38%,ESE,12mph,0mph,0.00in,0.0in,Mostly
06/17/2016,17:05,KINGS,77F,42F,29%,SE,13mph,20mph,29.98in,0.0in,Partly
06/17/2016,17:35,KINGS,77F,42F,29%,SE,13mph,20mph,29.98in,0.0in,Partly
06/17/2016,11:00,KINGS,71F,61F,70%,NE,14mph,0mph,29.91in,0.0in,Partly
06/17/2016,14:03,KINGS,71F,57F,61%,NE,17mph,0mph,29.96in,0.0in,Mostly
06/17/2016,13:30,KINGS,71F,58F,63%,NE,17mph,0mph,29.94in,0.0in,Mostly
06/17/2016,16:00,KINGS,73F,46F,38%,ESE,12mph,0mph,0.00in,0.0in,Mostly
06/17/2016,14:10,KINGS,71F,57F,61%,NE,17mph,0mph,29.96in,0.0in,Mostly
06/17/2016,16:00,KINGS,73F,46F,38%,ESE,12mph,0mph,0.00in,0.0in,Mostly
06/17/2016,9:27,KINGS,71F,56F,59%,NE,12mph,0mph,29.87in,0.0in,Mostly
06/17/2016,10:40,KINGS,71F,57F,61%,ENE,15mph,0mph,29.89in,0.0in,Cloudy
06/17/2016,18:35,KINGS,76F,41F,29%,SSE,10mph,0mph,29.98in,0.0in,Partly
06/17/2016,0:00,KINGS,67F,49F,52%,S,6mph,0mph,30.09in,0.0in,Fair
06/17/2016,12:00,KINGS,72F,60F,66%,NE,16mph,0mph,29.93in,0.0in,Mostly
06/17/2016,12:43,KINGS,72F,60F,66%,NE,16mph,0mph,29.93in,0.0in,Mostly
06/17/2016,6:10,KINGS,67F,61F,81%,CALM,0mph,0mph,29.79in,0.0in,Mostly
06/17/2016,19:00,KINGS,75F,42F,31%,SSE,8mph,0mph,30.00in,0.0in,Partly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
06/17/2016,16:36,KINGS,73F,46F,38%,ESE,12mph,0mph,0.00in,0.0in,Mostly
06/17/2016,1:30,KINGS,69F,60F,73%,CALM,0mph,0mph,29.76in,0.0in,Cloudy
06/17/2016,12:10,KINGS,72F,60F,66%,NE,16mph,0mph,29.93in,0.0in,Mostly
06/17/2016,22:30,KINGS,67F,48F,51%,S,10mph,0mph,30.08in,0.0in,Partly
06/17/2016,18:50,KINGS,76F,41F,29%,SSE,10mph,0mph,29.98in,0.0in,Partly
06/17/2016,20:20,KINGS,73F,43F,34%,SE,9mph,0mph,30.02in,0.0in,Partly
06/17/2016,13:30,KINGS,71F,58F,63%,NE,17mph,0mph,29.94in,0.0in,Mostly
06/16/2016,22:20,KINGS,73F,58F,59%,ENE,6mph,0mph,29.73in,0.0in,Cloudy
